"SEXEQ" "FAMIQ" "PCSPQ" "kvunbq" "vienbq" "uemnbq" "xlgnbq" "ylvnbq" "rocnbq" "nptagq" "endetq" "gagetq" "facanq" "lgagtq" "havefq" "jnbjdq" "ageq" "relatq" "qsmoyq" "opgnbq" "moyrvq" "tavepq" "dmvtpq" "boppnq" "itavcq" "RELAT" "AGER" "OPGNBL" "MOYRVL" "TAVEPL" "ENDETL" "GAGETL" "GAGECL" "GAGEML" "KVUNB" "QSMOY" "QCREDL" "DMVTPL" "BOPPNL" "FACANL" "LGAGTL" "VIENB" "VIEMTL" "UEMNB" "XLGNB" "XLGMTL" "YLVNB" "YLVMTL" "ROCNB" "NPTAG" "ITAVCL" "HAVEFL" "JNBJDL" "CARVP"
"1161004" "Shom" "Fcou" "Pouv" "K1" "V0" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "J2" "A1" "R2" "Q0" "O2" "M2" "T2" "D0" "B2" "I1" 203 42 2.19722457733622 3.71357206670431 10.5040259013634 2.39789527279837 12.2815001039218 10.2956985449659 11.5553238163868 2 926 3.68887945411394 2.56494935746154 4.72738781871234 0 11.3112375856853 0 0 4 2 10.4966486382201 2 5.59471137960184 52 0 10.5412277258243 5.99396142730657 4.30406509320417 "Coui"
"1245284" "Shom" "Fcou" "Pemp" "K1" "V0" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "J0" "A2" "R2" "Q1" "O2" "M1" "T2" "D0" "B2" "I2" 246 52 1.6094379124341 2.77258872223978 11.1730374010478 3.58351893845611 13.0455147299518 0 0 3 3486 2.77258872223978 2.56494935746154 3.66356164612965 0 13.0455147299518 0 0 3 2 11.1716316230698 1 4.61512051684126 7 0 11.665337491358 10.3439014415617 0 "Coui"
"1254973" "Shom" "Fcou" "Pemp" "K0" "V1" "U2" "X2" "Y1" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "J2" "A1" "R1" "Q0" "O1" "M2" "T2" "D0" "B2" "I2" 152 47 0.693147180559945 3.55534806148941 11.2098183695156 4.04305126783455 13.1066200997884 10.0276060323725 9.33838172185707 1 -10962 3.55534806148941 2.56494935746154 4.04305126783455 0 13.0350239466109 1 10.2895319604047 3 2 11.2060605731017 1 5.62762111369064 17 0 11.5451409293326 10.2895319604047 4.43081679884331 "Coui"
"1257767" "Shom" "Fseu" "Psan" "K0" "V1" "U2" "X1" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A0" "R2" "Q2" "O2" "M0" "T2" "D0" "B1" "I2" 240 26 1.38629436111989 1.94591014905531 12.0798062275253 0 0 0 0 1 51104 1.94591014905531 2.56494935746154 3.43398720448515 0 0 1 12.857160086713 2 1 11.8940500651586 1 10.3050784990957 22 0 13.6289845749444 13.3239514701107 0 "Coui"
"1483275" "Shom" "Fcou" "Pcad" "K1" "V1" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "J2" "A0" "R0" "Q2" "O2" "M2" "T1" "D0" "B2" "I2" 51 29 1.94591014905531 5.93489419561959 10.051347055775 2.07944154167984 13.9177376696352 9.73085886771307 12.1988012730614 2 10228 5.93489419561959 2.56494935746154 4.00733318523247 0 13.7015094866565 1 13.2995115754243 6 2 9.38672768928195 4 9.32892308780313 27 0 13.3656279366988 13.3269909613204 3.97029191355212 "Coui"
"1540931" "Shom" "Fcou" "Pemp" "K0" "V1" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "J1" "A1" "R2" "Q2" "O0" "M2" "T2" "D0" "B2" "I2" 286 47 0 4.12713438504509 11.6666589149121 1.6094379124341 11.3420778302499 7.9218984110238 11.3088367123785 1 21526 4.00733318523247 2.56494935746154 3.71357206670431 0 0 1 12.2405996682247 2 1 10.7340025073889 1 11.1666109516578 8 0 12.9648038942029 12.645926297825 1.79175946922805 "Coui"
"1641038" "Shom" "Fcou" "Pint" "K0" "V1" "U1" "X0" "Y0" "R0" "N0" "E1" "G1" "F0" "L0" "H1" "J0" "A2" "R2" "Q2" "O1" "M2" "T2" "D2" "B0" "I2" 291 57 0.693147180559945 4.95582705760126 13.0614577161 2.63905732961526 11.7593088668098 0 11.7593088668098 1 70459 4.4188406077966 2.77258872223978 2.56494935746154 0 0 1 10.6383283476452 1 0 0 0 0 0 0 13.2849022067041 10.6502465875447 0 "Coui"
"1647347" "Shom" "Fcou" "Pint" "K0" "V1" "U2" "X1" "Y2" "R0" "N0" "E0" "G1" "F1" "L1" "H1" "J2" "A1" "R1" "Q1" "O2" "M2" "T2" "D0" "B2" "I2" 142 37 2.39789527279837 7.45124168498768 11.3235309537024 0 13.1519532471244 11.2397115553877 0 1 2959 6.85540879860993 2.56494935746154 4.04305126783455 11.6696813198089 12.9920815563413 2 11.7124072721665 3 1 10.3702358890612 2 10.8366550669667 0 0 14.018941893895 11.7181657041467 3.97029191355212 "Coui"
"1741865" "Shom" "Fcou" "Pint" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A1" "R2" "Q2" "O0" "M0" "T2" "D2" "B0" "I1" 275 47 0 1.09861228866811 10.6862468917858 0 0 0 0 1 13839 1.09861228866811 2.94443897916644 1.38629436111989 0 0 0 0 1 1 10.6862468917858 0 0 0 0 10.9200036376616 0 0 "Coui"
"1962969" "Shom" "Fcou" "Pint" "K1" "V0" "U1" "X1" "Y0" "R1" "N1" "E0" "G1" "F1" "L0" "H0" "J2" "A1" "R1" "Q1" "O2" "M2" "T1" "D0" "B2" "I2" 146 49 1.38629436111989 5.55682806169954 9.30728557803266 0 6.66057514983969 6.66057514983969 0 2 6955 5.55295958492162 2.56494935746154 4.23410650459726 12.8395467826294 0 0 0 1 1 9.30728557803266 0 0 41 1 13.3480030109118 0 3.91202300542815 "Coui"
"2247694" "Shom" "Fseu" "Pint" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J2" "A1" "R2" "Q2" "O0" "M0" "T0" "D0" "B0" "I2" 289 49 0 1.38629436111989 0 0 0 0 0 1 9367 1.38629436111989 2.56494935746154 1.6094379124341 0 0 0 0 0 0 0 0 0 0 0 12.1862627182073 0 2.83321334405622 "Coui"
"2347218" "Shom" "Fseu" "Pint" "K0" "V1" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "J0" "A0" "R0" "Q2" "O2" "M2" "T2" "D0" "B2" "I2" 72 32 1.09861228866811 3.71357206670431 12.1069813262192 0 0 0 0 1 67785 3.52636052461616 2.56494935746154 4.07753744390572 11.798863517503 0 1 10.0497068620371 3 1 11.3432989836208 2 11.4797305601126 32 0 12.4246899689119 10.0497068620371 0 "Coui"
"2447457" "Shom" "Fcou" "Pouv" "K0" "V1" "U2" "X2" "Y0" "R0" "N0" "E1" "G1" "F0" "L0" "H1" "J0" "A1" "R1" "Q2" "O2" "M2" "T2" "D2" "B0" "I2" 171 47 1.09861228866811 3.49650756146648 11.5516941528986 3.29583686600433 13.402773070089 0 13.402773070089 1 72415 3.46573590279973 2.99573227355399 2.56494935746154 0 0 1 11.6034788948109 2 2 11.5516941528986 0 0 0 0 12.4797001638148 11.6034788948109 0 "Coui"
"2564296" "Shom" "Fseu" "Pemp" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R0" "Q2" "O2" "M2" "T2" "D0" "B1" "I2" 38 31 1.09861228866811 3.36729582998647 11.0192355166509 0 0 0 0 1 11325 3.36729582998647 2.56494935746154 3.55534806148941 0 0 0 0 1 1 11.0192355166509 0 0 22 0 11.2285578934863 0 0 "Coui"
"2648551" "Shom" "Fseu" "Pouv" "K1" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G1" "F0" "L1" "H0" "J2" "A1" "R0" "Q2" "O0" "M2" "T0" "D0" "B1" "I0" 64 41 0 3.25809653802148 0 0 13.5694335333664 9.73607431247529 11.6360188203321 2 8472 3.25809653802148 2.56494935746154 3.29583686600433 0 13.3875666848957 0 0 0 0 0 0 0 2 0 0 0 3.17805383034795 "Coui"
"2742353" "Sfem" "Fcou" "Pouv" "K0" "V0" "U1" "X1" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A1" "R2" "Q0" "O0" "M0" "T1" "D0" "B0" "I2" 196 39 0 0 8.59951023390545 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 8.59951023390545 0 0 0 0 12.366331773599 12.3336695890932 0 "Coui"
"2840560" "Shom" "Fcou" "Pint" "K1" "V1" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L1" "H1" "J0" "A2" "R2" "Q2" "O1" "M2" "T2" "D0" "B2" "I2" 292 53 0.693147180559945 3.40119738166216 12.1394947128726 2.63905732961526 11.768055936222 0 9.03013657115323 2 60293 3.43398720448515 2.56494935746154 4.04305126783455 0 11.7011711063397 2 11.6490896387828 2 1 11.9652423518556 1 10.3064161129923 29 0 13.0630867216733 12.2381428546546 0 "Coui"
"3444169" "Shom" "Fseu" "Pemp" "K0" "V1" "U1" "X0" "Y1" "R1" "N0" "E0" "G1" "F1" "L0" "H1" "J2" "A1" "R1" "Q0" "O2" "M2" "T1" "D0" "B2" "I2" 137 47 1.09861228866811 3.13549421592915 5.17614973257383 0 11.4868278658484 10.7668837086558 10.8197982842103 1 -35443 3.13549421592915 2.56494935746154 4.69134788222914 13.2432296549815 0 1 11.5554484120501 1 0 0 1 5.17614973257383 56 0 11.5571337196345 11.5554484120501 4.47733681447821 "Coui"
"4210035" "Shom" "Fseu" "Psan" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "J0" "A0" "R1" "Q2" "O1" "M1" "T2" "D0" "B1" "I2" 142 27 0.693147180559945 3.04452243772342 10.7966120063784 0 0 0 0 1 22868 3.04452243772342 2.56494935746154 3.25809653802148 10.5713425658087 0 0 0 2 1 10.7883908111687 1 5.99396142730657 10 0 11.6916321626934 10.9740261023766 0 "Coui"
"5005557" "Shom" "Fcou" "Pint" "K1" "V0" "U2" "X2" "Y0" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "J0" "A1" "R0" "Q2" "O2" "M2" "T2" "D0" "B2" "I2" 34 46 1.09861228866811 3.97029191355212 12.1382166275803 1.94591014905531 13.2414877353079 0 0 3 25340 3.97029191355212 2.56494935746154 4.18965474202643 0 13.2414877353079 0 0 2 2 12.1382166275803 0 0 23 0 12.2617911342865 0 0 "Coui"
"5014909" "Shom" "Fseu" "Pint" "K0" "V1" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "J0" "A1" "R0" "Q2" "O2" "M2" "T2" "D0" "B2" "I2" 31 44 1.94591014905531 5.08140436498446 12.7413166979601 2.99573227355399 15.0605117675063 0 0 1 53943 4.45434729625351 2.56494935746154 3.80666248977032 11.659075654626 15.0605117675063 1 13.9313138574578 1 0 0 1 12.7413166979601 10 0 14.1970503923356 13.9313138574578 0 "Coui"
"5032509" "Shom" "Fcou" "Pint" "K1" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "J2" "A0" "R0" "Q0" "O0" "M1" "T0" "D0" "B1" "I0" 24 31 0 2.30258509299405 0 2.484906649788 11.4709569801477 0 11.4709569801477 2 -511 2.30258509299405 2.56494935746154 3.46573590279973 13.6884280408563 0 0 0 0 0 0 0 0 2 0 8.08487062913819 0 4.17438726989564 "Coui"
"5045122" "Shom" "Fcou" "Pint" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J2" "A0" "R0" "Q2" "O2" "M2" "T0" "D0" "B2" "I1" 19 30 1.38629436111989 3.55534806148941 0 0 0 0 0 1 25738 3.55534806148941 2.56494935746154 3.71357206670431 0 0 0 0 0 0 0 0 0 12 0 9.23766366762507 0 2.99573227355399 "Coui"
"5051051" "Shom" "Fseu" "Pint" "K0" "V1" "U2" "X2" "Y1" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A0" "R0" "Q2" "O0" "M2" "T2" "D0" "B2" "I2" 17 34 0 3.25809653802148 12.0374231980431 0 0 0 0 1 32032 3.25809653802148 2.56494935746154 3.71357206670431 0 0 1 10.8186176110895 3 2 11.8419485972046 1 10.3089859934221 13 0 12.4247180955379 10.8186176110895 0 "Coui"
"5084860" "Shom" "Fseu" "Pint" "K0" "V0" "U2" "X1" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J1" "A2" "R0" "Q2" "O2" "M2" "T2" "D0" "B1" "I2" 4 51 1.09861228866811 4.55387689160054 10.9434461924104 0 0 0 0 1 22750 4.02535169073515 2.56494935746154 2.77258872223978 0 0 0 0 2 1 10.5966347330961 1 9.7161333532141 0 0 11.209208857039 0 0.693147180559945 "Coui"
"5089717" "Shom" "Fcou" "Pint" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G1" "F0" "L0" "H0" "J1" "A0" "R0" "Q0" "O2" "M0" "T0" "D0" "B0" "I0" 2 34 1.09861228866811 0 0 0 7.06817200038804 7.06817200038804 0 1 456 0 2.56494935746154 1.94591014905531 0 0 0 0 0 0 0 0 0 3 0 0 0 0.693147180559945 "Coui"
"5091633" "Shom" "Fcou" "Pint" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G1" "F0" "L0" "H0" "J0" "A1" "R0" "Q2" "O0" "M0" "T0" "D2" "B0" "I2" 1 38 0 0 0 0 11.8494048444231 0 11.8494048444231 1 69750 0 2.77258872223978 1.09861228866811 0 0 0 0 0 0 0 0 0 0 0 11.8458270486766 0 0 "Coui"
"5092820" "Shom" "Fseu" "Pint" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F0" "L0" "H0" "J0" "A0" "R0" "Q0" "O0" "M0" "T0" "D0" "B0" "I0" 1 30 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Coui"
"7505023" "Shom" "Fcou" "Pcad" "K0" "V1" "U1" "X0" "Y1" "R0" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A1" "R0" "Q0" "O0" "M1" "T2" "D0" "B0" "I2" 29 47 0 2.89037175789616 12.8402126455101 0 0 0 0 1 0 0 0 0 0 0 1 13.362905098996 1 0 0 1 12.8402126455101 0 0 13.8284741661161 13.362905098996 0 "Coui"
"7505177" "Shom" "Fseu" "Pint" "K0" "V0" "U0" "X0" "Y0" "R0" "N0" "E0" "G0" "F1" "L0" "H0" "J0" "A2" "R0" "Q0" "O0" "M0" "T0" "D0" "B0" "I0" 1 63 0 0 0 0 0 0 0 1 0 0 0 0 11.3385839825165 0 0 0 0 0 0 0 0 0 0 0 0 0 "Coui"
"7505572" "Shom" "Fcou" "Psan" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E1" "G1" "F1" "L1" "H0" "J1" "A1" "R1" "Q2" "O0" "M2" "T2" "D0" "B2" "I2" 165 46 0 3.98898404656427 11.4903219187604 3.43398720448515 13.9217516857694 8.72404474595347 11.7883881842837 1 11281 3.98898404656427 2.56494935746154 4.17438726989564 11.6118744707551 13.7894016679263 0 0 3 0 0 3 11.4903219187604 27 0 11.4903219187604 0 0.693147180559945 "Coui"
"7508831" "Shom" "Fcou" "Pint" "K1" "V0" "U2" "X1" "Y0" "R1" "N0" "E1" "G1" "F1" "L0" "H0" "J0" "A0" "R0" "Q2" "O2" "M2" "T2" "D0" "B2" "I2" 31 31 1.09861228866811 4.69134788222914 12.2160279268661 0.693147180559945 11.4690153738507 0 11.4690153738507 2 15665 3.73766961828337 2.56494935746154 3.78418963391826 12.0784949231574 0 0 0 2 1 12.2160279268661 0 0 16 0 12.2713967954806 0 0 "Coui"
"157788" "Shom" "Fseu" "Pouv" "K1" "V0" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F1" "L0" "H1" "J1" "A0" "R1" "Q1" "O0" "M1" "T2" "D1" "B1" "I1" 167 32 0 2.63905732961526 10.772917258257 1.79175946922805 7.84698098213879 7.84698098213879 0 2 3704 2.63905732961526 2.70805020110221 3.36729582998647 11.5521557934619 0 0 0 4 2 9.35807048400052 2 10.4946020075309 11 0 11.0952258191937 5.30330490805908 1.6094379124341 "Coui"
"257511" "Shom" "Fcou" "Pcad" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "J0" "A1" "R0" "Q2" "O0" "M2" "T0" "D2" "B2" "I1" 75 48 0 3.61091791264422 0 3.63758615972639 13.7643509388523 0 11.5312269661401 1 11507 3.61091791264422 2.77258872223978 3.97029191355212 0 13.6509672278083 0 0 1 1 0 0 0 31 0 9.70442667173788 0 0 "Coui"
"583878" "Sfem" "Fcou" "Pemp" "K0" "V1" "U2" "X2" "Y1" "R0" "N1" "E0" "G0" "F1" "L0" "H1" "J1" "A2" "R2" "Q1" "O2" "M2" "T2" "D1" "B2" "I2" 252 54 1.38629436111989 3.3322045101752 12.4671514687874 0 0 0 0 1 7576 3.3322045101752 2.70805020110221 4.07753744390572 10.8628569307754 0 1 10.2524881236632 4 2 11.9590013452928 1 10.1697289067531 0 1 12.6324345533513 10.2524881236632 1.09861228866811 "Coui"
"745828" "Sfem" "Fseu" "Pemp" "K0" "V0" "U2" "X2" "Y0" "R1" "N0" "E1" "G1" "F1" "L1" "H1" "J1" "A1" "R2" "Q2" "O2" "M2" "T1" "D1" "B2" "I1" 179 49 1.09861228866811 3.58351893845611 7.69984240739699 2.94443897916644 13.3526477721007 0 0 1 16606 3.58351893845611 2.70805020110221 3.73766961828337 11.9947403162989 13.3526477721007 0 0 2 2 7.69984240739699 0 0 16 0 9.40327210788215 8.3584318990313 0.693147180559945 "Coui"
"749437" "Shom" "Fseu" "Pouv" "K0" "V0" "U2" "X2" "Y2" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J0" "A0" "R1" "Q2" "O2" "M2" "T1" "D1" "B2" "I2" 97 26 1.38629436111989 4.06044301054642 9.31298720893633 1.6094379124341 10.5025712758102 0 10.5025712758102 1 39691 4.06044301054642 2.70805020110221 3.78418963391826 0 0 0 0 6 4 9.25922576970599 2 6.36475075685191 12 0 11.526127927648 0 0 "Coui"
"803789" "Shom" "Fcou" "Pouv" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "J0" "A2" "R1" "Q2" "O1" "M2" "T0" "D1" "B1" "I1" 142 55 0.693147180559945 3.8286413964891 0 0 0 0 0 1 32731 3.8286413964891 2.70805020110221 3.61091791264422 11.6518261670192 0 0 0 0 0 0 0 0 8 0 10.1566946330647 5.30330490805908 0 "Coui"
"807114" "Shom" "Fcou" "Pemp" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H0" "J0" "A2" "R1" "Q2" "O0" "M2" "T1" "D1" "B2" "I1" 130 51 0 4.17438726989564 10.3028675169883 1.38629436111989 10.8597487164541 0 10.8597487164541 1 12622 4.17438726989564 2.70805020110221 4.35670882668959 0 0 0 0 2 1 0 1 10.3028675169883 37 0 10.7679374717409 0 0 "Coui"
"850565" "Shom" "Fseu" "Pcad" "K0" "V1" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "J2" "A0" "R1" "Q0" "O2" "M2" "T1" "D2" "B1" "I1" 90 31 2.30258509299405 4.39444915467244 7.49609734517596 1.6094379124341 11.6849188695455 7.40610338123702 11.6709714055521 1 -8682 1.79175946922805 2.77258872223978 3.36729582998647 0 0 1 7.10496544826984 1 1 7.49609734517596 0 0 17 0 9.02749867993534 7.10496544826984 4.47733681447821 "Coui"
"858475" "Shom" "Fcou" "Pouv" "K0" "V1" "U2" "X1" "Y1" "R1" "N1" "E0" "G0" "F0" "L0" "H1" "J1" "A1" "R1" "Q2" "O1" "M1" "T2" "D2" "B0" "I2" 77 37 0.693147180559945 2.39789527279837 11.1200458265466 0 0 0 0 1 9159 2.39789527279837 2.77258872223978 2.19722457733622 0 0 1 10.3986714803122 2 1 11.1174799922443 1 5.15905529921453 2 1 11.6592225285868 10.3986714803122 2.484906649788 "Coui"
"1053527" "Shom" "Fcou" "Pint" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E1" "G1" "F1" "L0" "H1" "J0" "A2" "R2" "Q2" "O2" "M2" "T0" "D2" "B2" "I1" 234 51 1.09861228866811 3.93182563272433 0 2.19722457733622 12.4462188293799 0 12.4462188293799 1 34489 3.93182563272433 2.77258872223978 3.91202300542815 11.7509418651071 0 0 0 0 0 0 0 0 14 0 10.7323886540737 7.91971976092457 0 "Coui"
"1070200" "Shom" "Fcou" "Pouv" "K1" "V1" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "J2" "A1" "R2" "Q1" "O2" "M2" "T2" "D1" "B2" "I2" 304 46 1.38629436111989 4.14313472639153 10.7341114576532 0.693147180559945 10.4943528070478 6.0282785202307 10.4828219306233 3 4915 4.14313472639153 2.70805020110221 4.34380542185368 0 0 1 10.5627676635845 2 1 10.6665105480071 1 8.00670084544037 30 0 11.4654669138105 10.588300096306 3.68887945411394 "Coui"
"1125063" "Shom" "Fseu" "Pint" "K0" "V0" "U2" "X1" "Y2" "R0" "N0" "E0" "G0" "F1" "L0" "H0" "J0" "A2" "R2" "Q2" "O2" "M2" "T2" "D1" "B1" "I2" 327 54 1.38629436111989 4.36944785246702 12.2176553067732 0 0 0 0 1 27652 4.36944785246702 2.70805020110221 3.61091791264422 10.990583785243 0 0 0 3 1 7.71556953452021 2 12.2065125487586 0 0 12.2925209473561 0 0 "Coui"
"1642000" "Shom" "Fcou" "Pouv" "K1" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J2" "A1" "R1" "Q2" "O0" "M2" "T2" "D2" "B2" "I2" 133 49 0 3.25809653802148 12.4048620269758 0 0 0 0 2 18121 3.25809653802148 2.77258872223978 3.89182029811063 0 0 0 0 3 1 11.5243895010785 2 11.8694313946269 17 0 12.4404211858293 0 3.68887945411394 "Coui"
"1750188" "Shom" "Fseu" "Pcad" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F1" "L0" "H1" "J2" "A0" "R0" "Q0" "O1" "M2" "T1" "D1" "B1" "I1" 45 36 0.693147180559945 3.3322045101752 10.311349785244 2.77258872223978 12.0525134574039 10.118719892579 11.8963358116309 1 -10979 3.3322045101752 2.70805020110221 3.36729582998647 12.8148513172821 0 0 0 2 1 9.79618069954762 1 9.40162167014161 4 0 10.3179784718516 5.30330490805908 4.36944785246702 "Coui"
"1842764" "Shom" "Fseu" "Pint" "K1" "V0" "U2" "X2" "Y1" "R1" "N0" "E0" "G1" "F0" "L0" "H1" "J2" "A0" "R1" "Q2" "O2" "M2" "T2" "D1" "B2" "I2" 126 36 3.04452243772342 6.41999492814714 11.0974251724089 0 9.90353755128617 9.90353755128617 0 2 10560 6.33859407820318 2.70805020110221 4.71849887129509 0 0 0 0 4 3 11.0974251724089 1 0 3 0 12.2384769101642 6.90875477931522 4.43081679884331 "Coui"
"1944299" "Shom" "Fseu" "Pint" "K0" "V0" "U2" "X0" "Y2" "R1" "N0" "E0" "G0" "F1" "L0" "H1" "J0" "A1" "R2" "Q1" "O2" "M2" "T1" "D1" "B2" "I2" 224 44 1.09861228866811 3.46573590279973 9.30410390178835 0 0 0 0 1 7175 3.46573590279973 2.70805020110221 3.98898404656427 12.2984284655081 0 0 0 2 0 0 2 9.30410390178835 25 0 12.1465933051285 12.0423824421236 0 "Coui"
"1945121" "Shom" "Fcou" "Pouv" "K0" "V0" "U2" "X1" "Y1" "R1" "N0" "E1" "G1" "F0" "L0" "H1" "J1" "A1" "R2" "Q1" "O0" "M2" "T2" "D1" "B2" "I2" 207 44 0 3.40119738166216 11.5154422950945 2.70805020110221 10.7297222772344 0 10.7297222772344 1 5936 3.40119738166216 2.70805020110221 4.34380542185368 0 0 0 0 2 1 11.489380443645 1 7.85554467791566 42 0 11.6184199716509 6.21660610108486 2.56494935746154 "Coui"
"1946557" "Shom" "Fseu" "Pint" "K1" "V0" "U2" "X1" "Y2" "R1" "N0" "E1" "G1" "F1" "L1" "H0" "J2" "A1" "R2" "Q0" "O2" "M2" "T1" "D1" "B2" "I0" 179 37 1.09861228866811 3.36729582998647 8.13622555490846 3.43398720448515 13.7199782534921 10.0033328875058 11.4221798516635 2 -6338 3.3322045101752 2.70805020110221 4.20469261939097 12.2142590453337 13.5866833854317 0 0 3 1 7.69757534680234 2 7.10167597161944 11 0 8.17244681834278 0 4.53259949315326 "Coui"
"1947022" "Shom" "Fcou" "Pint" "K1" "V0" "U2" "X1" "Y2" "R1" "N0" "E0" "G1" "F0" "L0" "H0" "J2" "A2" "R1" "Q2" "O2" "M2" "T2" "D1" "B2" "I1" 168 51 1.79175946922805 3.71357206670431 10.9648824533874 0 9.96754158132623 9.96754158132623 0 2 13321 3.71357206670431 2.70805020110221 4.52178857704904 0 0 0 0 3 1 7.69165682281055 2 10.9262801484821 16 0 11.1339610899145 0 2.94443897916644 "Coui"
"2243145" "Shom" "Fcou" "Pint" "K0" "V0" "U0" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J2" "A1" "R0" "Q0" "O1" "M0" "T0" "D2" "B0" "I0" 3 44 0.693147180559945 1.38629436111989 0 0 0 0 0 1 1207 1.38629436111989 2.77258872223978 2.30258509299405 0 0 0 0 0 0 0 0 0 7 0 8.84289333105554 0 2.99573227355399 "Coui"
"2550053" "Shom" "Fcou" "Psan" "K0" "V0" "U1" "X0" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H1" "J0" "A2" "R1" "Q2" "O0" "M2" "T2" "D1" "B2" "I2" 137 58 0 3.17805383034795 10.4138830838256 0 0 0 0 1 12605 3.17805383034795 2.70805020110221 3.68887945411394 0 0 0 0 1 0 0 0 0 20 0 11.3842167104244 10.8582294707845 0 "Coui"
"5000827" "Sfem" "Fseu" "Pouv" "K0" "V0" "U1" "X0" "Y1" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "J2" "A0" "R0" "Q0" "O2" "M2" "T1" "D1" "B2" "I0" 37 35 1.6094379124341 3.13549421592915 6.55250788703459 2.63905732961526 12.3953656783492 9.86287386965083 9.7091743828898 1 -2421 3.13549421592915 2.70805020110221 3.98898404656427 0 12.2356751361378 0 0 1 0 0 1 6.55250788703459 26 0 7.54538974961182 0 4.06044301054642 "Coui"
"5013094" "Shom" "Fcou" "Pint" "K1" "V0" "U1" "X1" "Y0" "R1" "N0" "E1" "G1" "F0" "L1" "H0" "J1" "A0" "R0" "Q2" "O2" "M2" "T2" "D1" "B2" "I2" 32 33 2.07944154167984 3.98898404656427 11.4301958173712 2.63905732961526 12.3972507008373 0 0 2 8543 3.61091791264422 2.70805020110221 4.85203026391962 0 12.3972507008373 0 0 1 1 11.4301958173712 0 0 49 0 11.5369739677274 0 1.09861228866811 "Coui"
"5034491" "Shom" "Fcou" "Pint" "K0" "V0" "U1" "X1" "Y0" "R1" "N0" "E0" "G0" "F0" "L0" "H0" "J1" "A1" "R0" "Q2" "O2" "M2" "T1" "D1" "B1" "I1" 24 42 1.6094379124341 3.46573590279973 8.98732181285012 0 0 0 0 1 8895 3.46573590279973 2.70805020110221 3.61091791264422 0 0 0 0 1 1 8.98732181285012 0 0 18 0 9.40129125546819 0 2.07944154167984 "Coui"
